"Pharmaceutical","Pharmaceutical.1","Chemical_Class","Treated_As_FOR_PkA","target_Kd","target_LogKd","structure_Neg","structure_MV","structure_UI","structure_RB","structure_DB","soil_pH","soil_TOC"
"Norethisterone","Norethisterone","Neutral","Neutral",128.37,2.108463541,0,258.1,2,1,2,3.19,5.897
"Norethisterone","Norethisterone","Neutral","Neutral",42.189,1.625199231,0,258.1,2,1,2,5.29,3.225
"Norethisterone","Norethisterone","Neutral","Neutral",47.056,1.672615007,0,258.1,2,1,2,6.73,3.479
"Norethisterone","Norethisterone","Neutral","Neutral",9.903,0.995766779,0,258.1,2,1,2,4.76,1.338
"Norethisterone","Norethisterone","Neutral","Neutral",18.407,1.264983012,0,258.1,2,1,2,5.17,1.447
"Norethisterone","Norethisterone","Neutral","Neutral",33.091,1.519709892,0,258.1,2,1,2,7.4,1.882
"Norethisterone","Norethisterone","Neutral","Neutral",46.073,1.663446492,0,258.1,2,1,2,7.07,1.813
"Norethisterone","Norethisterone","Neutral","Neutral",39.618,1.597892548,0,258.1,2,1,2,7.35,1.434
"Norethisterone","Norethisterone","Neutral","Neutral",36.473,1.561971487,0,258.1,2,1,2,7.43,1.227
"Norethisterone","Norethisterone","Neutral","Neutral",112.41,2.050804948,0,258.1,2,1,2,7.18,4.53
"Norethisterone","Norethisterone","Neutral","Neutral",61.195,1.786715939,0,258.1,2,1,2,6.73,3.259
"Norethisterone","Norethisterone","Neutral","Neutral",73.939,1.868873573,0,258.1,2,1,2,7.39,3.539
"Paracetamol","Paracetamol","Acid","Acid",37.189,1.5704145,0.04,120.9,3,1,1,6.04,4.073
"Paracetamol","Paracetamol","Acid","Acid",2.417,0.38327665,0,120.9,3,1,1,3.19,5.897
"Paracetamol","Paracetamol","Acid","Acid",30.581,1.485451683,0.01,120.9,3,1,1,5.29,3.225
"Paracetamol","Paracetamol","Acid","Acid",160.72,2.206069924,0.19,120.9,3,1,1,6.73,3.479
"Paracetamol","Paracetamol","Acid","Acid",27.805,1.444122899,0,120.9,3,1,1,4.76,1.338
"Paracetamol","Paracetamol","Acid","Acid",30.352,1.482187314,0.01,120.9,3,1,1,5.17,1.447
"Paracetamol","Paracetamol","Acid","Acid",40.075,1.602873531,0.86,120.9,3,1,1,7.4,1.882
"Paracetamol","Paracetamol","Acid","Acid",48.435,1.685159304,0.41,120.9,3,1,1,7.07,1.813
"Paracetamol","Paracetamol","Acid","Acid",1.795,0.254064453,0.77,120.9,3,1,1,7.35,1.434
"Paracetamol","Paracetamol","Acid","Acid",9.205,0.964023793,0.92,120.9,3,1,1,7.43,1.227
"Paracetamol","Paracetamol","Acid","Acid",4.158,0.618884485,0.52,120.9,3,1,1,7.18,4.53
"Paracetamol","Paracetamol","Acid","Acid",8.002,0.903198547,0.19,120.9,3,1,1,6.73,3.259
"Paracetamol","Paracetamol","Acid","Acid",13.456,1.128915978,0.84,120.9,3,1,1,7.39,3.539
"Temazepam","Temazepam","Acid","Acid",38.028,1.580103485,0,223.2,3.907,1,2,6.04,4.073
"Temazepam","Temazepam","Acid","Acid",73.551,1.866588582,0,223.2,3.907,1,2,3.19,5.897
"Temazepam","Temazepam","Acid","Acid",17.249,1.236763922,0,223.2,3.907,1,2,5.29,3.225
"Temazepam","Temazepam","Acid","Acid",25.853,1.412510946,0.01,223.2,3.907,1,2,6.73,3.479
"Temazepam","Temazepam","Acid","Acid",4.862,0.686814955,0,223.2,3.907,1,2,4.76,1.338
"Temazepam","Temazepam","Acid","Acid",8.088,0.907841143,0,223.2,3.907,1,2,5.17,1.447
"Temazepam","Temazepam","Acid","Acid",14.665,1.166282067,0.05,223.2,3.907,1,2,7.4,1.882
"Temazepam","Temazepam","Acid","Acid",19.218,1.283708189,0.02,223.2,3.907,1,2,7.07,1.813
"Temazepam","Temazepam","Acid","Acid",30.5,1.484299839,0.05,223.2,3.907,1,2,7.35,1.434
"Temazepam","Temazepam","Acid","Acid",18.931,1.277173555,0.06,223.2,3.907,1,2,7.43,1.227
"Temazepam","Temazepam","Acid","Acid",62.372,1.79498967,0.03,223.2,3.907,1,2,7.18,4.53
"Temazepam","Temazepam","Acid","Acid",33.957,1.530929315,0.01,223.2,3.907,1,2,6.73,3.259
"Temazepam","Temazepam","Acid","Acid",44.073,1.644172613,0.05,223.2,3.907,1,2,7.39,3.539
"Cetirizine","Cetirizine","Zwitterion","Acid",145.09,2.161637481,-999,314.2,3.807,8,1,6.04,4.073
"Cetirizine","Cetirizine","Zwitterion","Base",385.64,2.586182074,-999,314.2,3.807,8,1,3.19,5.897
"Cetirizine","Cetirizine","Zwitterion","Acid",47.802,1.679446068,-999,314.2,3.807,8,1,5.29,3.225
"Cetirizine","Cetirizine","Zwitterion","Acid",48.816,1.68856219,-999,314.2,3.807,8,1,6.73,3.479
"Cetirizine","Cetirizine","Zwitterion","Acid",31.377,1.496611418,-999,314.2,3.807,8,1,4.76,1.338
"Cetirizine","Cetirizine","Zwitterion","Acid",39.46,1.596157081,-999,314.2,3.807,8,1,5.17,1.447
"Cetirizine","Cetirizine","Zwitterion","Acid",38.76,1.588383768,-999,314.2,3.807,8,1,7.4,1.882
"Cetirizine","Cetirizine","Zwitterion","Acid",207.94,2.31793804,-999,314.2,3.807,8,1,7.07,1.813
"Cetirizine","Cetirizine","Zwitterion","Acid",98.311,1.992602114,-999,314.2,3.807,8,1,7.35,1.434
"Cetirizine","Cetirizine","Zwitterion","Acid",78.102,1.892662155,-999,314.2,3.807,8,1,7.43,1.227
"Cetirizine","Cetirizine","Zwitterion","Acid",306.6,2.486572151,-999,314.2,3.807,8,1,7.18,4.53
"Cetirizine","Cetirizine","Zwitterion","Acid",85.045,1.929648785,-999,314.2,3.807,8,1,6.73,3.259
"Cetirizine","Cetirizine","Zwitterion","Acid",109.72,2.040285799,-999,314.2,3.807,8,1,7.39,3.539
"Ciprofloxacin","Ciprofloxacin","Zwitterion","Acid",11809,4.072213123,-999,226.8,3.807,3,2,6.04,4.073
"Ciprofloxacin","Ciprofloxacin","Zwitterion","Base",10107,4.004622266,-999,226.8,3.807,3,2,3.19,5.897
"Ciprofloxacin","Ciprofloxacin","Zwitterion","Base",13874,4.14220169,-999,226.8,3.807,3,2,5.29,3.225
"Ciprofloxacin","Ciprofloxacin","Zwitterion","Acid",1880.9,3.274365706,-999,226.8,3.807,3,2,6.73,3.479
"Ciprofloxacin","Ciprofloxacin","Zwitterion","Base",8533.7,3.931137371,-999,226.8,3.807,3,2,4.76,1.338
"Ciprofloxacin","Ciprofloxacin","Zwitterion","Base",7610.5,3.88141319,-999,226.8,3.807,3,2,5.17,1.447
"Ciprofloxacin","Ciprofloxacin","Zwitterion","Acid",2218,3.345961542,-999,226.8,3.807,3,2,7.4,1.882
"Ciprofloxacin","Ciprofloxacin","Zwitterion","Acid",14865,4.172164914,-999,226.8,3.807,3,2,7.07,1.813
"Ciprofloxacin","Ciprofloxacin","Zwitterion","Acid",4109.2,3.613757279,-999,226.8,3.807,3,2,7.35,1.434
"Ciprofloxacin","Ciprofloxacin","Zwitterion","Acid",1758.3,3.245092976,-999,226.8,3.807,3,2,7.43,1.227
"Ciprofloxacin","Ciprofloxacin","Zwitterion","Acid",6585.2,3.81856897,-999,226.8,3.807,3,2,7.18,4.53
"Ciprofloxacin","Ciprofloxacin","Zwitterion","Acid",6412,3.806993514,-999,226.8,3.807,3,2,6.73,3.259
"Ciprofloxacin","Ciprofloxacin","Zwitterion","Acid",2660.5,3.424963263,-999,226.8,3.807,3,2,7.39,3.539
"Enrofloxacin","Enrofloxacin","Zwitterion","Acid",20689,4.3157395,-999,259.4,3.807,4,2,6.04,4.073
"Enrofloxacin","Enrofloxacin","Zwitterion","Base",19627,4.292853922,-999,259.4,3.807,4,2,3.19,5.897
"Enrofloxacin","Enrofloxacin","Zwitterion","Base",12968,4.112873002,-999,259.4,3.807,4,2,5.29,3.225
"Enrofloxacin","Enrofloxacin","Zwitterion","Acid",2612.3,3.41702305,-999,259.4,3.807,4,2,6.73,3.479
"Enrofloxacin","Enrofloxacin","Zwitterion","Base",10161,4.006936451,-999,259.4,3.807,4,2,4.76,1.338
"Enrofloxacin","Enrofloxacin","Zwitterion","Base",11391,4.056561852,-999,259.4,3.807,4,2,5.17,1.447
"Enrofloxacin","Enrofloxacin","Zwitterion","Acid",2555.4,3.40745889,-999,259.4,3.807,4,2,7.4,1.882
"Enrofloxacin","Enrofloxacin","Zwitterion","Acid",4887.3,3.689068998,-999,259.4,3.807,4,2,7.35,1.434
"Enrofloxacin","Enrofloxacin","Zwitterion","Acid",3550.2,3.55025282,-999,259.4,3.807,4,2,7.43,1.227
"Enrofloxacin","Enrofloxacin","Zwitterion","Acid",10133,4.005738043,-999,259.4,3.807,4,2,7.18,4.53
"Enrofloxacin","Enrofloxacin","Zwitterion","Acid",8368.5,3.92264762,-999,259.4,3.807,4,2,6.73,3.259
"Enrofloxacin","Enrofloxacin","Zwitterion","Acid",4712.8,3.67327901,-999,259.4,3.807,4,2,7.39,3.539
"Fexofenadine","Fexofenadine","Zwitterion","Acid",78.798,1.896515195,-999,428.1,4.322,10,1,6.04,4.073
"Fexofenadine","Fexofenadine","Zwitterion","Base",377.73,2.577181479,-999,428.1,4.322,10,1,3.19,5.897
"Fexofenadine","Fexofenadine","Zwitterion","Acid",29.626,1.471673019,-999,428.1,4.322,10,1,5.29,3.225
"Fexofenadine","Fexofenadine","Zwitterion","Acid",21.936,1.341157437,-999,428.1,4.322,10,1,6.73,3.479
"Fexofenadine","Fexofenadine","Zwitterion","Acid",32.273,1.508839338,-999,428.1,4.322,10,1,4.76,1.338
"Fexofenadine","Fexofenadine","Zwitterion","Acid",36.344,1.560432724,-999,428.1,4.322,10,1,5.17,1.447
"Fexofenadine","Fexofenadine","Zwitterion","Acid",32.746,1.515158257,-999,428.1,4.322,10,1,7.4,1.882
"Fexofenadine","Fexofenadine","Zwitterion","Acid",133.46,2.125351121,-999,428.1,4.322,10,1,7.07,1.813
"Fexofenadine","Fexofenadine","Zwitterion","Acid",118.31,2.073021454,-999,428.1,4.322,10,1,7.35,1.434
"Fexofenadine","Fexofenadine","Zwitterion","Acid",83.926,1.923896525,-999,428.1,4.322,10,1,7.43,1.227
"Fexofenadine","Fexofenadine","Zwitterion","Acid",300.7,2.478133428,-999,428.1,4.322,10,1,7.18,4.53
"Fexofenadine","Fexofenadine","Zwitterion","Acid",70.329,1.847134442,-999,428.1,4.322,10,1,6.73,3.259
"Fexofenadine","Fexofenadine","Zwitterion","Acid",133.29,2.124797568,-999,428.1,4.322,10,1,7.39,3.539
"Gabapentin","Gabapentin","Zwitterion","Acid",0.654,-0.184422252,-999,161.8,1,3,1,6.04,4.073
"Gabapentin","Gabapentin","Zwitterion","Base",5.228,0.718335579,-999,161.8,1,3,1,3.19,5.897
"Gabapentin","Gabapentin","Zwitterion","Acid",0.459,-0.338187314,-999,161.8,1,3,1,5.29,3.225
"Gabapentin","Gabapentin","Zwitterion","Acid",0.201,-0.696803943,-999,161.8,1,3,1,6.73,3.479
"Gabapentin","Gabapentin","Zwitterion","Acid",0.728,-0.137868621,-999,161.8,1,3,1,4.76,1.338
"Gabapentin","Gabapentin","Zwitterion","Acid",1.175,0.070037867,-999,161.8,1,3,1,5.17,1.447
"Gabapentin","Gabapentin","Zwitterion","Acid",0.762,-0.118045029,-999,161.8,1,3,1,7.4,1.882
"Gabapentin","Gabapentin","Zwitterion","Acid",0.256,-0.591760035,-999,161.8,1,3,1,7.07,1.813
"Gabapentin","Gabapentin","Zwitterion","Acid",0.474,-0.324221658,-999,161.8,1,3,1,7.35,1.434
"Gabapentin","Gabapentin","Zwitterion","Acid",0.508,-0.294136288,-999,161.8,1,3,1,7.43,1.227
"Gabapentin","Gabapentin","Zwitterion","Acid",0.764,-0.116906641,-999,161.8,1,3,1,7.18,4.53
"Gabapentin","Gabapentin","Zwitterion","Acid",0.779,-0.108462542,-999,161.8,1,3,1,6.73,3.259
"Gabapentin","Gabapentin","Zwitterion","Acid",1.096,0.039810554,-999,161.8,1,3,1,7.39,3.539
"Oxytetracycline","Oxytetracycline","Zwitterion","Acid",1432.5,3.156094631,-999,268.2,3.585,2,5,6.04,4.073
"Oxytetracycline","Oxytetracycline","Zwitterion","Acid",3005.7,3.477945631,-999,268.2,3.585,2,5,3.19,5.897
"Oxytetracycline","Oxytetracycline","Zwitterion","Acid",1486.5,3.172164914,-999,268.2,3.585,2,5,5.29,3.225
"Oxytetracycline","Oxytetracycline","Zwitterion","Acid",1086.5,3.036029731,-999,268.2,3.585,2,5,6.73,3.479
"Oxytetracycline","Oxytetracycline","Zwitterion","Acid",1577.8,3.198051952,-999,268.2,3.585,2,5,4.76,1.338
"Oxytetracycline","Oxytetracycline","Zwitterion","Acid",2113.6,3.3250228,-999,268.2,3.585,2,5,5.17,1.447
"Oxytetracycline","Oxytetracycline","Zwitterion","Acid",1726.4,3.237141427,-999,268.2,3.585,2,5,7.4,1.882
"Oxytetracycline","Oxytetracycline","Zwitterion","Acid",3048.5,3.484086199,-999,268.2,3.585,2,5,7.43,1.227
"Pregabalin","Pregabalin","Zwitterion","Acid",0.709,-0.149353765,-999,159.6,1,5,1,6.04,4.073
"Pregabalin","Pregabalin","Zwitterion","Base",5.392,0.731749884,-999,159.6,1,5,1,3.19,5.897
"Pregabalin","Pregabalin","Zwitterion","Acid",1.205,0.080987047,-999,159.6,1,5,1,5.29,3.225
"Pregabalin","Pregabalin","Zwitterion","Acid",0.488,-0.311580178,-999,159.6,1,5,1,6.73,3.479
"Pregabalin","Pregabalin","Zwitterion","Base",0.89,-0.050609993,-999,159.6,1,5,1,4.76,1.338
"Pregabalin","Pregabalin","Zwitterion","Acid",1.315,0.118925753,-999,159.6,1,5,1,5.17,1.447
"Pregabalin","Pregabalin","Zwitterion","Acid",1.076,0.031812271,-999,159.6,1,5,1,7.4,1.882
"Pregabalin","Pregabalin","Zwitterion","Acid",0.375,-0.425968732,-999,159.6,1,5,1,7.07,1.813
"Pregabalin","Pregabalin","Zwitterion","Acid",0.95,-0.022276395,-999,159.6,1,5,1,7.35,1.434
"Pregabalin","Pregabalin","Zwitterion","Acid",0.995,-0.002176919,-999,159.6,1,5,1,7.43,1.227
"Pregabalin","Pregabalin","Zwitterion","Acid",1.637,0.214048679,-999,159.6,1,5,1,7.18,4.53
"Pregabalin","Pregabalin","Zwitterion","Acid",1.294,0.111934276,-999,159.6,1,5,1,6.73,3.259
"Pregabalin","Pregabalin","Zwitterion","Acid",1.456,0.163161375,-999,159.6,1,5,1,7.39,3.539
"Tetracycline","Tetracycline","Zwitterion","Acid",1735,3.239299479,-999,266.3,3.585,2,5,6.04,4.073
"Tetracycline","Tetracycline","Zwitterion","Acid",3511.1,3.545443199,-999,266.3,3.585,2,5,3.19,5.897
"Tetracycline","Tetracycline","Zwitterion","Acid",1480.8,3.170496406,-999,266.3,3.585,2,5,5.29,3.225
"Tetracycline","Tetracycline","Zwitterion","Acid",1136.2,3.055454785,-999,266.3,3.585,2,5,6.73,3.479
"Tetracycline","Tetracycline","Zwitterion","Acid",1359.4,3.133347266,-999,266.3,3.585,2,5,4.76,1.338
"Tetracycline","Tetracycline","Zwitterion","Acid",1751.1,3.243310948,-999,266.3,3.585,2,5,5.17,1.447
"Thiabendazole","Thiabendazole","Zwitterion","Zwitterionic",255.46,2.407322908,-999,143.1,4,1,0,6.04,4.073
"Thiabendazole","Thiabendazole","Zwitterion","Base",578.92,2.762618553,-999,143.1,4,1,0,3.19,5.897
"Thiabendazole","Thiabendazole","Zwitterion","Zwitterionic",335.91,2.526222933,-999,143.1,4,1,0,5.29,3.225
"Thiabendazole","Thiabendazole","Zwitterion","Zwitterionic",109.02,2.037506178,-999,143.1,4,1,0,6.73,3.479
"Thiabendazole","Thiabendazole","Zwitterion","Zwitterionic",111.12,2.045792233,-999,143.1,4,1,0,4.76,1.338
"Thiabendazole","Thiabendazole","Zwitterion","Zwitterionic",141.52,2.15081782,-999,143.1,4,1,0,5.17,1.447
"Thiabendazole","Thiabendazole","Zwitterion","Zwitterionic",56.296,1.750477538,-999,143.1,4,1,0,7.4,1.882
"Thiabendazole","Thiabendazole","Zwitterion","Zwitterionic",1365,3.135132651,-999,143.1,4,1,0,7.07,1.813
"Thiabendazole","Thiabendazole","Zwitterion","Zwitterionic",102.54,2.010893313,-999,143.1,4,1,0,7.35,1.434
"Thiabendazole","Thiabendazole","Zwitterion","Zwitterionic",74.659,1.873082169,-999,143.1,4,1,0,7.43,1.227
"Thiabendazole","Thiabendazole","Zwitterion","Zwitterionic",155.38,2.191395117,-999,143.1,4,1,0,7.18,4.53
"Thiabendazole","Thiabendazole","Zwitterion","Zwitterionic",227.1,2.356217134,-999,143.1,4,1,0,6.73,3.259
"Thiabendazole","Thiabendazole","Zwitterion","Zwitterionic",137.15,2.137195812,-999,143.1,4,1,0,7.39,3.539
